Time (s),
11.58,7.28613E-05
11.59,5.84821E-05
11.6,8.10643E-06
11.61,-6.35968E-05
11.62,-1.74674E-05
11.63,7.33438E-05
11.64,5.37533E-05
11.65,3.7251E-05
11.66,5.56834E-05
11.67,2.57669E-05
11.68,-2.73109E-05
11.69,-1.41862E-05
11.7,1.37037E-05
11.71,3.41628E-05
11.72,9.34169E-05
11.73,7.43089E-05
11.74,-2.89515E-06
11.75,-1.28352E-05
11.76,-1.48618E-05
11.77,-3.08816E-06
11.78,4.56469E-05
11.79,7.19928E-05
11.8,4.97966E-05
11.81,2.79865E-05
11.82,2.25822E-05
11.83,-1.74674E-05
11.84,-1.92045E-05
11.85,3.03026E-05
11.86,5.03756E-05
11.87,6.7457E-05
11.88,5.88681E-05
11.89,-5.30778E-06
11.9,-3.11711E-05
11.91,4.92176E-06
11.92,2.09416E-05
11.93,4.18832E-05
11.94,9.13903E-05
11.95,6.32108E-05
11.96,-2.17136E-05
11.97,-2.45123E-05
11.98,7.6239E-06
11.99,1.35107E-05
12,4.28482E-05
12.01,7.35369E-05
12.02,6.80361E-05
12.03,2.7697E-05
12.04,-1.60198E-05
12.05,-2.50913E-05
12.06,-1.07121E-05
12.07,4.22692E-05
12.08,9.00392E-05
12.09,6.08947E-05
12.1,1.79499E-05
12.11,-9.07148E-06
12.12,-2.05556E-05
12.13,1.23527E-05
12.14,4.29448E-05
12.15,5.11477E-05
12.16,5.08582E-05
12.17,3.8023E-05
12.18,3.7637E-06
12.19,-2.22927E-05
12.2,-4.34273E-06
12.21,2.76005E-05
12.22,7.28613E-05
12.23,9.64086E-05
12.24,2.9241E-05
12.25,-5.17267E-05
12.26,-3.40663E-05
12.27,3.73475E-05
12.28,4.31378E-05
12.29,5.54904E-05
12.3,0.000085986
12.31,2.67319E-05
12.32,-2.77935E-05
12.33,-9.65051E-08
12.34,1.09051E-05
12.35,-1.13876E-05
12.36,4.06286E-05
12.37,0.000110402
12.38,6.49479E-05
12.39,-1.86255E-05
12.4,-3.24257E-05
12.41,1.44758E-06
12.42,3.11711E-05
12.43,3.29082E-05
12.44,5.7517E-05
12.45,7.20893E-05
12.46,1.14841E-05
12.47,-2.9434E-05
12.48,-3.7637E-06
12.49,2.33542E-05
12.5,5.42358E-05
12.51,6.16667E-05
12.52,3.42593E-05
12.53,1.65024E-05
12.54,9.4575E-06
12.55,-9.65051E-08
12.56,5.11477E-06
12.57,3.06886E-05
12.58,5.38498E-05
12.59,5.26918E-05
12.6,3.62859E-05
12.61,4.05321E-06
12.62,-6.65885E-06
12.63,5.40428E-06
12.64,1.09051E-05
12.65,3.69614E-05
12.66,6.07982E-05
12.67,4.8156E-05
12.68,2.76005E-05
12.69,1.48618E-05
12.7,-3.95671E-06
12.71,-1.33177E-05
12.72,1.71779E-05
12.73,6.7264E-05
12.74,5.85786E-05
12.75,2.14241E-05
12.76,1.70814E-05
12.77,8.78196E-06
12.78,-7.7204E-07
12.79,2.36437E-05
12.8,4.7191E-05
12.81,4.88316E-05
12.82,2.12311E-05
12.83,1.33177E-05
12.84,3.12676E-05
12.85,7.6239E-06
12.86,-1.35107E-06
12.87,4.03391E-05
12.88,4.53574E-05
12.89,3.35838E-05
12.9,4.09181E-05
12.91,2.52843E-05
12.92,-5.7903E-07
12.93,-8.39594E-06
12.94,1.61163E-05
12.95,6.90011E-05
12.96,5.26918E-05
12.97,1.09051E-05
12.98,9.07148E-06
12.99,6.07982E-06
13,1.86255E-05
13.01,3.12676E-05
13.02,3.7251E-05
13.03,6.16667E-05
13.04,3.57069E-05
13.05,-1.06156E-05
13.06,-9.65051E-08
13.07,1.49583E-05
13.08,3.7444E-05
13.09,6.52374E-05
13.1,3.03991E-05
13.11,-3.8602E-07
13.12,2.76005E-05
13.13,9.16798E-06
13.14,-2.21962E-06
13.15,5.72275E-05
13.16,4.6805E-05
13.17,1.8722E-05
13.18,3.10746E-05
13.19,3.23292E-05
13.2,2.39333E-05
13.21,-2.35472E-05
13.22,-1.76604E-05
13.23,7.6046E-05
13.24,8.22223E-05
13.25,3.11711E-05
13.26,1.07121E-05
13.27,-2.99166E-06
13.28,-4.72875E-06
13.29,1.37037E-05
13.3,5.41393E-05
13.31,5.56834E-05
13.32,3.25222E-05
13.33,2.18101E-05
13.34,-6.75535E-07
13.35,1.72744E-05
13.36,3.32942E-05
13.37,1.66954E-05
13.38,3.66719E-05
13.39,4.33308E-05
13.4,5.6938E-06
13.41,1.57303E-05
13.42,3.71545E-05
13.43,1.92045E-05
13.44,1.22561E-05
13.45,3.41628E-05
13.46,4.98931E-05
13.47,3.07851E-05
13.48,-7.7204E-07
13.49,1.70814E-05
13.5,3.00131E-05
13.51,1.8336E-05
13.52,3.50313E-05
13.53,4.00496E-05
13.54,3.08816E-05
13.55,2.51878E-05
13.56,-9.65051E-08
13.57,9.26449E-06
13.58,3.27152E-05
13.59,2.8855E-05
13.6,4.49714E-05
13.61,6.6492E-05
13.62,2.03626E-05
13.63,-3.40663E-05
13.64,-2.05556E-05
13.65,5.58764E-05
13.66,7.86516E-05
13.67,2.79865E-05
13.68,6.85186E-06
13.69,9.84352E-06
13.7,6.65885E-06
13.71,2.48018E-05
13.72,4.34273E-05
13.73,4.72875E-05
13.74,2.34507E-05
13.75,1.67919E-05
13.76,2.77935E-05
13.77,-8.58895E-06
13.78,-1.25457E-06
13.79,6.7457E-05
13.8,6.6685E-05
13.81,1.59233E-05
13.82,-7.43089E-06
13.83,6.36933E-06
13.84,4.63224E-05
13.85,5.13407E-05
13.86,1.58268E-05
13.87,1.53443E-05
13.88,2.50913E-05
13.89,6.36933E-06
13.9,4.53574E-06
13.91,4.90246E-05
13.92,6.71675E-05
13.93,2.26787E-05
13.94,-9.65051E-08
13.95,1.53443E-05
13.96,2.07486E-05
13.97,2.95306E-05
13.98,3.02061E-05
13.99,1.39932E-05
14,3.48383E-05
14.01,5.07617E-05
14.02,7.04487E-06
14.03,1.78534E-05
14.04,5.94471E-05
14.05,1.55373E-05
14.06,-2.91445E-05
14.07,2.71179E-05
14.08,5.15337E-05
14.09,3.24257E-05
14.1,4.15937E-05
14.11,2.31612E-05
14.12,5.30778E-06
14.13,3.53209E-05
14.14,1.60198E-05
14.15,-1.77569E-05
14.16,2.42228E-05
14.17,7.44054E-05
14.18,4.8542E-05
14.19,9.16798E-06
14.2,1.25457E-06
14.21,9.74701E-06
14.22,1.28352E-05
14.23,3.22327E-05
14.24,6.57199E-05
14.25,5.76135E-05
14.26,3.08816E-06
14.27,-7.91342E-06
14.28,1.51513E-05
14.29,1.90115E-05
14.3,2.26787E-05
14.31,0.00004777
14.32,6.7264E-05
14.33,4.37168E-05
14.34,-1.05191E-05
14.35,-2.45123E-05
14.36,2.01696E-05
14.37,4.20762E-05
14.38,3.97601E-05
14.39,6.35968E-05
14.4,4.87351E-05
14.41,-3.06886E-05
14.42,-2.95306E-05
14.43,3.7637E-05
14.44,5.38498E-05
14.45,5.01826E-05
14.46,3.8602E-05
14.47,3.51278E-05
14.48,1.64059E-06
14.49,-3.85055E-05
14.5,1.02295E-05
14.51,6.63955E-05
14.52,4.62259E-05
14.53,4.57434E-05
14.54,3.86985E-05
14.55,-2.21962E-06
14.56,1.19666E-05
14.57,1.80465E-05
14.58,8.78196E-06
14.59,6.32108E-05
14.6,6.24388E-05
14.61,6.07982E-06
14.62,-4.43923E-06
14.63,2.89515E-06
14.64,2.53808E-05
14.65,7.05452E-05
14.66,3.44523E-05
14.67,-1.35107E-05
14.68,2.60564E-05
14.69,5.39463E-05
14.7,4.92176E-06
14.71,-3.47418E-06
14.72,4.70945E-05
14.73,5.20162E-05
14.74,1.73709E-05
14.75,2.13276E-05
14.76,2.48018E-05
14.77,6.07982E-06
14.78,2.10381E-05
14.79,7.26683E-05
14.8,4.43923E-05
14.81,-3.61894E-05
14.82,-3.7637E-06
14.83,5.35603E-05
14.84,2.18101E-05
14.85,1.61163E-05
14.86,9.12938E-05
14.87,7.28613E-05
14.88,-4.06286E-05
14.89,-2.8276E-05
14.9,3.81195E-05
14.91,1.10981E-05
14.92,5.30778E-06
14.93,8.04852E-05
14.94,7.17033E-05
14.95,-9.65051E-08
14.96,-1.00365E-05
14.97,1.65024E-05
14.98,0.00004777
14.99,4.54539E-05
15,1.92045E-05
15.01,1.72744E-05
15.02,-1.55373E-05
15.03,3.7637E-06
15.04,8.17398E-05
15.05,5.20162E-05
15.06,1.25457E-05
15.07,5.25953E-05
15.08,3.58034E-05
15.09,-3.783E-05
15.1,-2.20997E-05
15.11,6.19563E-05
15.12,8.71441E-05
15.13,1.61163E-05
15.14,-2.9048E-05
15.15,5.66485E-05
15.16,6.55269E-05
15.17,-2.71179E-05
15.18,1.30282E-05
15.19,8.06782E-05
15.2,2.41263E-06
15.21,-9.26449E-06
15.22,4.02426E-05
15.23,9.65051E-06
15.24,-5.11477E-06
15.25,5.32708E-05
15.26,0.000085986
15.27,4.15937E-05
15.28,-6.75535E-06
15.29,-9.65051E-08
15.3,-7.81691E-06
15.31,1.34142E-05
15.32,3.53209E-05
15.33,4.62259E-05
15.34,7.33438E-05
15.35,3.85055E-05
15.36,5.30778E-06
15.37,-1.68884E-05
15.38,-7.6239E-06
15.39,7.15103E-05
15.4,4.54539E-05
15.41,-6.27283E-06
15.42,2.32577E-05
15.43,5.54904E-05
15.44,2.33542E-05
15.45,-1.22561E-05
15.46,3.52244E-05
15.47,5.54904E-05
15.48,5.7903E-06
15.49,2.53808E-05
15.5,3.39698E-05
15.51,-5.40428E-06
15.52,1.71779E-05
15.53,3.04956E-05
15.54,3.21362E-05
15.55,6.25353E-05
15.56,5.6359E-05
15.57,-1.18701E-05
15.58,-3.8795E-05
15.59,3.69614E-05
15.6,9.17763E-05
15.61,2.71179E-05
15.62,-2.38368E-05
15.63,2.17136E-05
15.64,4.10147E-05
15.65,1.32212E-05
15.66,2.8855E-05
15.67,6.44654E-05
15.68,3.54174E-05
15.69,9.65051E-07
15.7,-4.72875E-06
15.71,-5.21127E-06
15.72,5.04721E-05
15.73,5.66485E-05
15.74,3.15572E-05
15.75,4.91211E-05
15.76,-5.40428E-06
15.77,-2.65389E-05
15.78,2.64424E-05
15.79,5.50079E-05
15.8,7.37299E-05
15.81,3.75405E-05
15.82,-4.8542E-05
15.83,-7.04487E-06
15.84,7.51774E-05
15.85,4.04356E-05
15.86,1.08086E-05
15.87,5.22092E-05
15.88,3.783E-05
15.89,1.26422E-05
15.9,3.37768E-06
15.91,-2.50913E-06
15.92,3.32942E-05
15.93,3.90846E-05
15.94,5.30778E-06
15.95,5.10512E-05
15.96,6.03157E-05
15.97,2.48983E-05
15.98,1.08086E-05
15.99,5.88681E-06
16,8.58895E-06
16.01,-2.21962E-06
16.02,4.8156E-05
16.03,8.12573E-05
16.04,-2.14241E-05
16.05,1.42828E-05
16.06,9.22588E-05
16.07,9.16798E-06
16.08,-2.30647E-05
16.09,5.30778E-05
16.1,4.19797E-05
16.11,-5.04721E-05
16.12,2.72144E-05
16.13,0.000141669
16.14,2.53808E-05
16.15,-5.98331E-05
16.16,4.90246E-05
16.17,6.90011E-05
16.18,-2.12311E-05
16.19,-2.9241E-05
16.2,8.23188E-05
16.21,8.31874E-05
16.22,-4.33308E-05
16.23,4.53574E-06
16.24,7.20893E-05
16.25,2.91445E-05
16.26,1.49583E-05
16.27,6.80361E-05
16.28,5.30778E-05
16.29,-9.64086E-05
16.3,-1.12911E-05
16.31,0.000124299
16.32,1.84325E-05
16.33,1.30282E-05
16.34,6.15702E-05
16.35,4.95071E-05
16.36,-9.94002E-06
16.37,-1.36072E-05
16.38,4.37168E-05
16.39,4.14972E-06
16.4,3.26187E-05
16.41,8.38629E-05
16.42,9.94002E-06
16.43,2.83725E-05
16.44,8.78196E-06
16.45,-5.10512E-05
16.46,5.38498E-05
16.47,0.000107217
16.48,4.62259E-05
16.49,-3.13641E-05
16.5,-1.37037E-05
16.51,6.7071E-05
16.52,1.26422E-05
16.53,-2.81795E-05
16.54,2.07486E-05
16.55,9.03287E-05
16.56,0.000122658
16.57,-5.11477E-06
16.58,-4.06286E-05
16.59,1.65024E-05
16.6,-2.50913E-05
16.61,2.15206E-05
16.62,5.96401E-05
16.63,3.07851E-05
16.64,6.89046E-05
16.65,2.57669E-05
16.66,1.17736E-05
16.67,0.000009554
16.68,-2.36437E-05
16.69,6.19563E-05
16.7,8.26083E-05
16.71,-9.36099E-06
16.72,-3.29082E-05
16.73,3.04956E-05
16.74,9.23553E-05
16.75,1.78534E-05
16.76,8.20293E-06
16.77,5.44289E-05
16.78,5.50079E-06
16.79,1.28352E-05
16.8,5.19197E-05
16.81,5.59729E-06
16.82,-5.7903E-06
16.83,7.24753E-05
16.84,7.28613E-05
16.85,-6.6299E-05
16.86,-3.21362E-05
16.87,0.000122658
16.88,5.42358E-05
16.89,-1.99766E-05
16.9,5.25953E-05
16.91,3.26187E-05
16.92,2.65389E-05
16.93,-1.59233E-05
16.94,-2.52843E-05
16.95,9.81456E-05
16.96,4.27517E-05
16.97,-0.000009554
16.98,5.32708E-05
16.99,2.49948E-05
17,2.8276E-05
17.01,2.77935E-05
17.02,-1.45723E-05
17.03,8.87847E-06
17.04,4.7384E-05
17.05,5.14372E-05
17.06,2.31612E-05
17.07,-9.07148E-06
17.08,-1.44758E-05
17.09,4.8156E-05
17.1,0.000104226
17.11,4.80595E-05
17.12,-3.50313E-05
17.13,-5.21127E-06
17.14,5.40428E-06
17.15,1.92045E-05
17.16,7.00627E-05
17.17,6.39829E-05
17.18,3.8602E-05
17.19,2.96271E-05
17.2,9.74701E-06
17.21,2.96271E-05
17.22,-2.89515E-07
17.23,-4.93141E-05
17.24,4.95071E-05
17.25,0.000105673
17.26,3.8602E-06
17.27,1.84325E-05
17.28,5.10512E-05
17.29,2.99166E-06
17.3,-2.32577E-05
17.31,1.40897E-05
17.32,8.23188E-05
17.33,4.03391E-05
17.34,-5.7903E-06
17.35,4.43923E-05
17.36,1.8143E-05
17.37,-3.12676E-05
17.38,2.85655E-05
17.39,9.6119E-05
17.4,5.8096E-05
17.41,-9.65051E-08
17.42,-8.58895E-06
17.43,9.74701E-06
17.44,3.41628E-05
17.45,0.00004777
17.46,4.63224E-05
17.47,1.20631E-05
17.48,5.98331E-06
17.49,6.65885E-06
17.5,2.24857E-05
17.51,8.21258E-05
17.52,4.64189E-05
17.53,-3.12676E-05
17.54,-2.14241E-05
17.55,2.41263E-05
17.56,9.19693E-05
17.57,7.81691E-05
17.58,-3.97601E-05
17.59,-9.65051E-08
17.6,8.87847E-05
17.61,2.47053E-05
17.62,-2.9241E-05
17.63,-1.48618E-05
17.64,4.96036E-05
17.65,0.000110112
17.66,8.29944E-06
17.67,-6.35003E-05
17.68,4.35238E-05
17.69,8.71441E-05
17.7,2.52843E-05
17.71,-1.15806E-06
17.72,3.42593E-05
17.73,1.57303E-05
17.74,2.99166E-06
17.75,6.77466E-05
17.76,6.28248E-05
17.77,-2.46088E-05
17.78,-1.32212E-05
17.79,5.11477E-05
17.8,4.62259E-05
17.81,1.61163E-05
17.82,1.29317E-05
17.83,3.81195E-05
17.84,4.08216E-05
17.85,5.98331E-06
17.86,-7.81691E-06
17.87,2.07486E-05
17.88,0.000085986
17.89,6.16667E-05
17.9,-4.7191E-05
17.91,-1.59233E-05
17.92,7.94237E-05
17.93,4.36203E-05
17.94,6.85186E-06
17.95,3.50313E-05
17.96,2.8469E-05
17.97,2.7697E-05
17.98,4.67085E-05
17.99,1.8722E-05
18,-1.35107E-06
18.01,2.30647E-05
18.02,4.58399E-05
18.03,3.8409E-05
18.04,2.99166E-06
18.05,3.8602E-06
18.06,5.22092E-05
18.07,1.9301E-05
18.08,-1.21596E-05
18.09,5.02791E-05
18.1,6.47549E-05
18.11,1.38967E-05
18.12,-1.07121E-05
18.13,3.95671E-06
18.14,6.6299E-05
18.15,5.59729E-05
18.16,-1.28352E-05
18.17,1.53443E-05
18.18,4.98931E-05
18.19,2.52843E-05
18.2,2.9241E-05
18.21,2.43193E-05
18.22,1.0326E-05
18.23,1.72744E-05
18.24,3.55139E-05
18.25,7.44054E-05
18.26,2.8469E-05
18.27,-4.60329E-05
18.28,1.78534E-05
18.29,5.81926E-05
18.3,3.03991E-05
18.31,3.64789E-05
18.32,1.8143E-05
18.33,2.57669E-05
18.34,1.47653E-05
18.35,-3.07851E-05
18.36,5.26918E-05
18.37,0.00009554
18.38,6.94836E-06
18.39,-3.18467E-06
18.4,2.33542E-05
18.41,1.70814E-05
18.42,4.8349E-05
18.43,4.00496E-05
18.44,-1.12911E-05
18.45,3.38733E-05
18.46,5.53939E-05
18.47,1.8722E-05
18.48,2.79865E-06
18.49,2.21962E-06
18.5,7.38264E-05
18.51,5.78065E-05
18.52,-3.26187E-05
18.53,1.51513E-05
18.54,6.93871E-05
18.55,2.62494E-05
18.56,1.38002E-05
18.57,2.28717E-05
18.58,2.35472E-05
18.59,1.41862E-05
18.6,1.39932E-05
18.61,3.48383E-05
18.62,4.46818E-05
18.63,3.43558E-05
18.64,1.86255E-05
18.65,2.02661E-06
18.66,1.28352E-05
18.67,3.48383E-05
18.68,3.70579E-05
18.69,2.27752E-05
18.7,3.10746E-05
18.71,2.55738E-05
18.72,-2.21962E-06
18.73,4.37168E-05
18.74,7.46949E-05
18.75,1.74674E-05
18.76,1.8336E-06
18.77,2.45123E-05
18.78,1.988E-05
18.79,-2.70214E-06
18.8,6.28248E-05
18.81,9.5347E-05
18.82,-3.31977E-05
18.83,-2.24857E-05
18.84,4.29448E-05
18.85,3.48383E-05
18.86,5.32708E-05
18.87,2.9434E-05
18.88,3.8602E-06
18.89,-9.65051E-08
18.9,-8.49245E-06
18.91,6.10877E-05
18.92,8.84951E-05
18.93,1.47653E-05
18.94,2.9241E-05
18.95,4.72875E-06
18.96,-2.04591E-05
18.97,4.8156E-05
18.98,2.48983E-05
18.99,2.18101E-05
19,7.95202E-05
19.01,5.11477E-05
19.02,-1.66954E-05
19.03,6.46584E-06
19.04,4.84455E-05
19.05,1.23527E-05
19.06,-1.95905E-05
19.07,5.15337E-05
19.08,9.26449E-05
19.09,2.12311E-06
19.1,9.16798E-06
19.11,3.29082E-05
19.12,-2.54773E-05
19.13,8.39594E-06
19.14,5.97366E-05
19.15,5.87716E-05
19.16,1.38002E-05
19.17,1.10016E-05
19.18,7.01592E-05
19.19,2.38368E-05
19.2,-1.43793E-05
19.21,2.52843E-05
19.22,4.39098E-05
19.23,2.06521E-05
19.24,3.38733E-05
19.25,3.11711E-05
19.26,-8.58895E-06
19.27,4.8542E-05
19.28,9.67946E-05
19.29,-5.50079E-06
19.3,-6.86151E-05
19.31,5.78065E-05
19.32,9.02322E-05
19.33,-1.45723E-05
19.34,3.19432E-05
19.35,7.7204E-05
19.36,-1.24492E-05
19.37,-1.05191E-05
19.38,2.15206E-05
19.39,1.61163E-05
19.4,5.34638E-05
19.41,6.34038E-05
19.42,2.63459E-05
19.43,-1.15806E-05
19.44,7.23788E-06
19.45,6.93871E-05
19.46,2.8276E-05
19.47,-2.52843E-05
19.48,3.69614E-05
19.49,6.50444E-05
19.5,1.28352E-05
19.51,2.40298E-05
19.52,3.69614E-05
19.53,2.96271E-05
19.54,2.96271E-05
19.55,-3.57069E-05
19.56,-8.29944E-06
19.57,8.88812E-05
19.58,0.000113393
19.59,1.88185E-05
19.6,-9.66016E-05
19.61,-6.75535E-07
19.62,0.000139739
19.63,6.05087E-05
19.64,-3.23292E-05
19.65,-1.44758E-06
19.66,3.32942E-05
19.67,4.41028E-05
19.68,-4.34273E-06
19.69,9.36099E-06
19.7,7.24753E-05
19.71,3.18467E-05
19.72,3.03026E-05
19.73,3.13641E-05
19.74,-4.03391E-05
19.75,6.26318E-05
19.76,0.000111077
19.77,-6.7457E-05
19.78,-2.44158E-05
19.79,9.75666E-05
19.8,6.65885E-05
19.81,4.82525E-06
19.82,-3.12676E-05
19.83,4.00496E-05
19.84,0.00010133
19.85,9.74701E-06
19.86,-3.03991E-05
19.87,2.67319E-05
19.88,3.07851E-05
19.89,7.5467E-05
19.9,2.98201E-05
19.91,-8.96532E-05
19.92,4.06286E-05
19.93,9.37064E-05
19.94,1.22561E-05
19.95,1.988E-05
19.96,3.42593E-05
19.97,3.14607E-05
19.98,-9.65051E-08
19.99,1.9301E-06
20,4.30413E-05
20.01,2.54773E-05
20.02,4.86386E-05
20.03,0.00011127
20.04,2.13276E-05
20.05,-0.00010548
20.06,5.01826E-06
20.07,8.32839E-05
20.08,5.70345E-05
20.09,7.45019E-05
20.1,-1.54408E-06
20.11,-1.78534E-05
20.12,6.78431E-05
20.13,2.53808E-05
20.14,-5.85786E-05
20.15,0.000009554
20.16,6.48514E-05
20.17,0.000126325
20.18,6.18597E-05
20.19,-9.79526E-05
20.2,-1.21596E-05
20.21,8.5793E-05
20.22,3.33908E-05
20.23,-1.25457E-06
20.24,-6.17632E-06
20.25,8.51175E-05
20.26,0.000109919
20.27,-2.9048E-05
20.28,-4.52609E-05
20.29,3.94706E-05
20.3,3.94706E-05
20.31,2.39333E-05
20.32,4.05321E-05
20.33,2.9241E-05
20.34,3.50313E-05
20.35,3.38733E-05
20.36,1.62129E-05
20.37,5.40428E-06
20.38,1.44758E-06
20.39,3.67684E-05
20.4,4.80595E-05
20.41,1.8722E-05
20.42,7.31508E-05
20.43,1.64059E-05
20.44,-5.23057E-05
20.45,5.68415E-05
20.46,5.97366E-05
20.47,-2.04591E-05
20.48,3.47418E-05
20.49,6.55269E-05
20.5,1.65024E-05
20.51,1.25457E-05
20.52,9.07148E-06
20.53,2.52843E-05
20.54,6.89046E-05
20.55,-9.65051E-08
20.56,2.13276E-05
20.57,7.97132E-05
20.58,-1.18701E-05
20.59,-1.59233E-05
20.6,5.34638E-05
20.61,4.58399E-05
20.62,0.000009554
20.63,1.10981E-05
20.64,6.01227E-05
20.65,7.01592E-05
20.66,-6.07982E-06
20.67,-3.92776E-05
20.68,3.38733E-05
20.69,6.78431E-05
20.7,3.54174E-05
20.71,2.26787E-05
20.72,1.73709E-06
20.73,7.23788E-06
20.74,4.54539E-05
20.75,4.69015E-05
20.76,1.30282E-05
20.77,-6.17632E-06
20.78,3.81195E-05
20.79,9.71806E-05
20.8,2.64424E-05
20.81,-7.39229E-05
20.82,-9.65051E-08
20.83,9.48645E-05
20.84,6.69745E-05
20.85,3.50313E-05
20.86,3.03026E-05
20.87,1.74674E-05
20.88,-1.23527E-05
20.89,-3.92776E-05
20.9,2.46088E-05
20.91,0.000101813
20.92,5.771E-05
20.93,2.20997E-05
20.94,1.11946E-05
20.95,-9.65051E-08
20.96,3.28117E-06
20.97,9.16798E-06
20.98,6.27283E-05
20.99,4.06286E-05
21,7.81691E-06
21.01,4.94106E-05
21.02,4.18832E-05
21.03,2.99166E-06
21.04,-9.74701E-06
21.05,1.88185E-05
21.06,6.17632E-05
21.07,5.81926E-05
21.08,3.31977E-05
21.09,-3.18467E-06
21.1,-1.45723E-05
21.11,3.86985E-05
21.12,9.19693E-05
21.13,2.53808E-05
21.14,-4.97001E-05
21.15,3.48383E-05
21.16,0.000109533
21.17,1.82395E-05
21.18,-4.69015E-05
21.19,-4.72875E-06
21.2,4.6805E-05
21.21,7.73006E-05
21.22,2.60564E-06
21.23,-1.59233E-05
21.24,0.000104419
21.25,5.52009E-05
21.26,-6.69745E-05
21.27,-2.41263E-06
21.28,9.93037E-05
21.29,1.74674E-05
21.3,-2.04591E-05
21.31,9.10043E-05
21.32,4.66119E-05
21.33,-4.7191E-05
21.34,2.69249E-05
21.35,6.90011E-05
21.36,6.36933E-06
21.37,3.95671E-06
21.38,5.93506E-05
21.39,2.79865E-05
21.4,-5.40428E-06
21.41,5.97366E-05
21.42,5.85786E-05
21.43,2.12311E-06
21.44,3.08816E-06
21.45,2.23892E-05
21.46,2.34507E-05
21.47,2.23892E-05
21.48,6.19563E-05
21.49,3.15572E-05
21.5,-2.39333E-05
21.51,2.19067E-05
21.52,5.57799E-05
21.53,4.14007E-05
21.54,1.90115E-05
21.55,2.50913E-06
21.56,3.06886E-05
21.57,5.50079E-05
21.58,1.22561E-05
21.59,-1.16771E-05
21.6,5.47184E-05
21.61,6.6299E-05
21.62,7.23788E-06
21.63,-9.84352E-06
21.64,5.27883E-05
21.65,7.07382E-05
21.66,-2.29682E-05
21.67,-2.24857E-05
21.68,4.97001E-05
21.69,5.85786E-05
21.7,1.93975E-05
21.71,3.81195E-05
21.72,6.75535E-05
21.73,-1.8336E-06
21.74,-3.71545E-05
21.75,2.95306E-05
21.76,6.44654E-05
21.77,2.40298E-05
21.78,1.45723E-05
21.79,4.66119E-05
21.8,2.02661E-05
21.81,-9.94002E-06
21.82,3.7251E-05
21.83,6.85186E-05
21.84,3.52244E-05
21.85,5.59729E-06
21.86,-7.7204E-07
21.87,1.51513E-05
21.88,5.44289E-05
21.89,4.67085E-05
21.9,1.988E-05
21.91,3.40663E-05
21.92,1.8336E-05
21.93,1.10016E-05
21.94,1.76604E-05
21.95,2.8469E-05
21.96,3.46453E-05
21.97,2.34507E-05
21.98,2.8083E-05
21.99,4.35238E-05
22,2.25822E-05
22.01,1.57303E-05
22.02,3.31012E-05
22.03,1.29317E-05
22.04,1.80465E-05
22.05,4.19797E-05
22.06,3.68649E-05
22.07,1.88185E-05
22.08,9.07148E-06
22.09,4.76735E-05
22.1,4.29448E-05
22.11,-8.97497E-06
22.12,2.69249E-05
22.13,6.50444E-05
22.14,1.61163E-05
22.15,-8.78196E-06
22.16,4.31378E-05
22.17,5.27883E-05
22.18,2.07486E-05
22.19,2.07486E-05
22.2,3.14607E-05
22.21,1.92045E-05
22.22,-4.82525E-07
22.23,6.27283E-06
22.24,6.7071E-05
22.25,6.12807E-05
22.26,-1.06156E-06
22.27,3.08816E-06
22.28,4.12077E-05
22.29,4.7384E-05
22.3,1.82395E-05
22.31,-5.30778E-06
22.32,3.27152E-05
22.33,5.30778E-05
22.34,9.74701E-06
22.35,1.00365E-05
22.36,4.80595E-05
22.37,2.21962E-05
22.38,2.42228E-05
22.39,4.18832E-05
22.4,1.8143E-05
22.41,1.70814E-05
22.42,3.07851E-05
22.43,2.30647E-05
22.44,3.13641E-05
22.45,2.40298E-05
22.46,2.17136E-05
22.47,4.21727E-05
22.48,3.23292E-05
22.49,6.07982E-06
22.5,9.16798E-06
22.51,3.43558E-05
22.52,5.34638E-05
22.53,2.41263E-05
22.54,1.15806E-06
22.55,9.74701E-06
22.56,2.72144E-05
22.57,4.87351E-05
22.58,5.66485E-05
22.59,3.03026E-05
22.6,-8.20293E-06
22.61,5.7903E-06
22.62,5.05687E-05
22.63,3.06886E-05
22.64,1.44758E-06
22.65,3.13641E-05
22.66,5.66485E-05
22.67,3.40663E-05
22.68,1.0133E-05
22.69,1.84325E-05
22.7,3.19432E-05
22.71,2.99166E-05
22.72,3.03026E-05
22.73,2.9241E-05
22.74,2.56703E-05
22.75,1.61163E-05
22.76,1.43793E-05
22.77,2.8469E-05
22.78,3.58034E-05
22.79,2.30647E-05
22.8,3.01096E-05
22.81,4.58399E-05
22.82,3.49348E-05
22.83,-3.7637E-06
22.84,-2.60564E-06
22.85,4.09181E-05
22.86,6.38864E-05
22.87,1.9301E-05
22.88,1.19666E-05
22.89,3.34873E-05
22.9,3.43558E-05
22.91,2.7697E-05
22.92,1.38967E-05
22.93,1.95905E-05
22.94,4.48749E-05
22.95,4.7577E-05
22.96,2.25822E-05
22.97,-1.56338E-05
22.98,1.52478E-05
22.99,4.47784E-05
23,3.95671E-05
23.01,3.40663E-05
23.02,2.45123E-05
23.03,2.81795E-05
23.04,2.96271E-05
23.05,1.0133E-05
23.06,9.16798E-06
23.07,3.39698E-05
23.08,4.08216E-05
23.09,4.22692E-05
23.1,2.97236E-05
